ticker,pdf_stem,section_code,section_title,section_file,source_start_char,source_end_char,page_start,page_end,char_count,word_count,split_method,confidence
JWN,JWN-NORSTROM-2021,energy,"Association (CEBA), a community of nearly 300 energy",data/03_sections/esg/JWN/JWN-NORSTROM-2021__energy.txt,46173,75946,27,40,669,93,heading_regex,medium
JWN,JWN-NORSTROM-2021,environmental,Who We Are Planet,data/03_sections/esg/JWN/JWN-NORSTROM-2021__environmental.txt,232,47170,2,27,2081,281,heading_regex,high
JWN,JWN-NORSTROM-2021,governance,Governance,data/03_sections/esg/JWN/JWN-NORSTROM-2021__governance.txt,531,8059,2,8,1754,219,heading_regex,high
JWN,JWN-NORSTROM-2021,human_capital,Employees,data/03_sections/esg/JWN/JWN-NORSTROM-2021__human_capital.txt,2216,36498,4,22,10672,1637,heading_regex,high
JWN,JWN-NORSTROM-2021,social,Corporate Social Responsibility (CSR) Committee.,data/03_sections/esg/JWN/JWN-NORSTROM-2021__social.txt,6036,6577,7,7,541,74,heading_regex,medium
JWN,JWN-NORSTROM-2021,supply_chain_ethics,Human Rights Campaign,data/03_sections/esg/JWN/JWN-NORSTROM-2021__supply_chain_ethics.txt,28481,75551,19,40,15202,2306,heading_regex,high
JWN,JWN-NORSTROM-2021,waste,Community Impact Circularity Sustainability,data/03_sections/esg/JWN/JWN-NORSTROM-2021__waste.txt,9137,9592,8,10,11853,1811,heading_regex,high
JWN,JWN-NORSTROM-2022,about_this_report,SASB Reference Table,data/03_sections/esg/JWN/JWN-NORSTROM-2022__about_this_report.txt,100477,124836,44,61,12905,1865,heading_regex,high
JWN,JWN-NORSTROM-2022,appendix,Appendix,data/03_sections/esg/JWN/JWN-NORSTROM-2022__appendix.txt,89237,89858,37,38,621,86,heading_regex,medium
JWN,JWN-NORSTROM-2022,climate,Resilience to Climate,data/03_sections/esg/JWN/JWN-NORSTROM-2022__climate.txt,10621,62387,8,27,2490,367,heading_regex,high
JWN,JWN-NORSTROM-2022,community,OUR APPROACH GIVING HIGHLIGHT,data/03_sections/esg/JWN/JWN-NORSTROM-2022__community.txt,42506,66071,20,28,7817,1216,heading_regex,high
JWN,JWN-NORSTROM-2022,diversity_equity_inclusion,"Belonging, please visit NordstromCares.com.",data/03_sections/esg/JWN/JWN-NORSTROM-2022__diversity_equity_inclusion.txt,2245,89236,4,37,36693,5619,heading_regex,high
JWN,JWN-NORSTROM-2022,emissions,"In calculating our first scope 3 footprint, Nordstrom",data/03_sections/esg/JWN/JWN-NORSTROM-2022__emissions.txt,63399,122602,27,58,2298,340,heading_regex,high
JWN,JWN-NORSTROM-2022,energy,RENEWABLE ENERGY CLEAN AIR TASK FORCE,data/03_sections/esg/JWN/JWN-NORSTROM-2022__energy.txt,64410,125647,28,61,2027,290,heading_regex,high
JWN,JWN-NORSTROM-2022,environmental,People Planet Product,data/03_sections/esg/JWN/JWN-NORSTROM-2022__environmental.txt,11595,89464,9,38,10423,1503,heading_regex,high
JWN,JWN-NORSTROM-2022,ethics_compliance,Corporation working beyond compliance to engage all,data/03_sections/esg/JWN/JWN-NORSTROM-2022__ethics_compliance.txt,34254,36098,18,18,1844,262,heading_regex,high
JWN,JWN-NORSTROM-2022,governance,Governance,data/03_sections/esg/JWN/JWN-NORSTROM-2022__governance.txt,6290,119824,7,56,4918,709,heading_regex,high
JWN,JWN-NORSTROM-2022,human_capital,"Paying our people fairly, regardless of gender or race,",data/03_sections/esg/JWN/JWN-NORSTROM-2022__human_capital.txt,19452,126768,13,61,12786,1941,heading_regex,high
JWN,JWN-NORSTROM-2022,social,SOCIAL COMPLIANCE PROGRAM,data/03_sections/esg/JWN/JWN-NORSTROM-2022__social.txt,29780,39285,17,19,7661,1101,heading_regex,high
JWN,JWN-NORSTROM-2022,supply_chain_ethics,Human Rights 15,data/03_sections/esg/JWN/JWN-NORSTROM-2022__supply_chain_ethics.txt,153,89464,2,38,9696,1410,heading_regex,high
JWN,JWN-NORSTROM-2022,waste,Our Partners for Circular Economy 31,data/03_sections/esg/JWN/JWN-NORSTROM-2022__waste.txt,530,76887,2,33,14523,2220,heading_regex,high
JWN,JWN-NORSTROM-2023,about_this_report,Overview Materiality Matrix Our 2025 CSR Goals & DEIB Ambitions Governance,data/03_sections/esg/JWN/JWN-NORSTROM-2023__about_this_report.txt,6855,106842,8,43,16326,2390,heading_regex,high
JWN,JWN-NORSTROM-2023,appendix,SASB GRI Content Index Our Policies & Commitments Key Partnerships,data/03_sections/esg/JWN/JWN-NORSTROM-2023__appendix.txt,106767,119661,43,50,2819,390,heading_regex,high
JWN,JWN-NORSTROM-2023,climate,Climate Action,data/03_sections/esg/JWN/JWN-NORSTROM-2023__climate.txt,74481,87788,32,37,8265,1230,heading_regex,high
JWN,JWN-NORSTROM-2023,community,Community Impact,data/03_sections/esg/JWN/JWN-NORSTROM-2023__community.txt,12564,73953,9,31,3394,519,heading_regex,high
JWN,JWN-NORSTROM-2023,diversity_equity_inclusion,"Diversity, Equity, Inclusion and Belonging (DEIB) teams",data/03_sections/esg/JWN/JWN-NORSTROM-2023__diversity_equity_inclusion.txt,17709,131879,14,59,12698,1891,heading_regex,high
JWN,JWN-NORSTROM-2023,emissions,Year Scope 1 Scope 2 Scope 2 Scope 3,data/03_sections/esg/JWN/JWN-NORSTROM-2023__emissions.txt,76724,128214,32,56,5974,881,heading_regex,high
JWN,JWN-NORSTROM-2023,energy,The percentage of energy that Nordstrom consumed from renewable,data/03_sections/esg/JWN/JWN-NORSTROM-2023__energy.txt,115519,116703,47,48,1185,163,heading_regex,high
JWN,JWN-NORSTROM-2023,environmental,Environmental Module (FEM). Product Assortment,data/03_sections/esg/JWN/JWN-NORSTROM-2023__environmental.txt,9572,131134,8,59,6471,919,heading_regex,high
JWN,JWN-NORSTROM-2023,ethics_compliance,& Compliance,data/03_sections/esg/JWN/JWN-NORSTROM-2023__ethics_compliance.txt,11158,12543,9,9,1400,195,heading_regex,high
JWN,JWN-NORSTROM-2023,governance,CSR Governance,data/03_sections/esg/JWN/JWN-NORSTROM-2023__governance.txt,18379,125666,14,54,4901,719,heading_regex,high
JWN,JWN-NORSTROM-2023,human_capital,People,data/03_sections/esg/JWN/JWN-NORSTROM-2023__human_capital.txt,164,100510,2,40,25440,3780,heading_regex,high
JWN,JWN-NORSTROM-2023,supply_chain_ethics,Human Rights,data/03_sections/esg/JWN/JWN-NORSTROM-2023__supply_chain_ethics.txt,30679,106842,19,43,31892,4668,heading_regex,high
JWN,JWN-NORSTROM-2023,waste,Waste 35,data/03_sections/esg/JWN/JWN-NORSTROM-2023__waste.txt,602,87788,2,37,10336,1591,heading_regex,high
JWN,JWN-NORSTROM-2023,water,"• Addition of water-activated tape at FCs, with approx. 200 machines",data/03_sections/esg/JWN/JWN-NORSTROM-2023__water.txt,117317,118006,48,48,689,105,heading_regex,medium
JWN,JWN-NORSTROM-2024,about_this_report,SASB,data/03_sections/esg/JWN/JWN-NORSTROM-2024__about_this_report.txt,103764,131040,41,50,9478,1464,heading_regex,high
JWN,JWN-NORSTROM-2024,appendix,3 WHO WE ARE 6 PEOPLE 18 PLANET 26 PRODUCT 36 GOVERNANCE 39 APPENDIX,data/03_sections/esg/JWN/JWN-NORSTROM-2024__appendix.txt,160,2461,2,3,2322,372,heading_regex,high
JWN,JWN-NORSTROM-2024,climate,CLIMATE ACTION WASTE REDUCTION WATER MANAGEMENT,data/03_sections/esg/JWN/JWN-NORSTROM-2024__climate.txt,49425,59404,19,23,1920,299,heading_regex,high
JWN,JWN-NORSTROM-2024,community,COMMUNITY ENGAGEMENT as part of our commitment,data/03_sections/esg/JWN/JWN-NORSTROM-2024__community.txt,8092,49419,7,19,12947,1980,heading_regex,high
JWN,JWN-NORSTROM-2024,diversity_equity_inclusion,PAY EQUITY,data/03_sections/esg/JWN/JWN-NORSTROM-2024__diversity_equity_inclusion.txt,14949,121477,10,46,5713,871,heading_regex,high
JWN,JWN-NORSTROM-2024,emissions,OUR SCOPE 1 & 2 EMISSIONS,data/03_sections/esg/JWN/JWN-NORSTROM-2024__emissions.txt,50335,119854,20,46,5683,891,heading_regex,high
JWN,JWN-NORSTROM-2024,environmental,PLANET,data/03_sections/esg/JWN/JWN-NORSTROM-2024__environmental.txt,3081,110180,3,42,7942,1208,heading_regex,high
JWN,JWN-NORSTROM-2024,ethics_compliance,38 Data Security & Privacy,data/03_sections/esg/JWN/JWN-NORSTROM-2024__ethics_compliance.txt,96149,129368,36,49,8083,1172,heading_regex,high
JWN,JWN-NORSTROM-2024,human_capital,Nordstrom has always been a people business. By building,data/03_sections/esg/JWN/JWN-NORSTROM-2024__human_capital.txt,2483,128605,3,48,8672,1255,heading_regex,high
JWN,JWN-NORSTROM-2024,supply_chain_ethics,SUPPLY CHAIN,data/03_sections/esg/JWN/JWN-NORSTROM-2024__supply_chain_ethics.txt,19617,124457,11,47,27613,3990,heading_regex,high
JWN,JWN-NORSTROM-2024,waste,PACKAGING FOOTPRINT,data/03_sections/esg/JWN/JWN-NORSTROM-2024__waste.txt,63951,126722,24,48,34368,5165,heading_regex,high
JWN,JWN-NORSTROM-2024,water,WAT E R WATER RISK HEAT MAP,data/03_sections/esg/JWN/JWN-NORSTROM-2024__water.txt,59405,115019,23,45,6185,979,heading_regex,high
KMX,KMX-CARMAX INC-2021,about_this_report,Introduction,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__about_this_report.txt,65,19210,2,8,9709,1484,heading_regex,high
KMX,KMX-CARMAX INC-2021,community,Our Communities,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__community.txt,4022,54529,3,20,10172,1535,heading_regex,high
KMX,KMX-CARMAX INC-2021,data_summary,Recycling by the Numbers*,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__data_summary.txt,62356,62772,22,23,437,62,heading_regex,medium
KMX,KMX-CARMAX INC-2021,diversity_equity_inclusion,"Diversity & Inclusion™ pledge, the largest CEO-driven",data/03_sections/esg/KMX/KMX-CARMAX INC-2021__diversity_equity_inclusion.txt,23168,68867,10,24,7824,1145,heading_regex,high
KMX,KMX-CARMAX INC-2021,emissions,"Scope 2) emissions by 50%, compared with a",data/03_sections/esg/KMX/KMX-CARMAX INC-2021__emissions.txt,55836,62355,20,22,1258,189,heading_regex,high
KMX,KMX-CARMAX INC-2021,energy,• Applying on- and off-site renewable,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__energy.txt,55265,56278,20,21,3814,575,heading_regex,high
KMX,KMX-CARMAX INC-2021,environmental,Our Environment,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__environmental.txt,5771,55248,4,20,2619,405,heading_regex,high
KMX,KMX-CARMAX INC-2021,ethics_compliance,Governance & Ethics,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__ethics_compliance.txt,1428,65504,2,24,12274,1725,heading_regex,high
KMX,KMX-CARMAX INC-2021,governance,"Corporate Governance leadership structure and recognizes that, depending",data/03_sections/esg/KMX/KMX-CARMAX INC-2021__governance.txt,62794,74321,23,26,5026,682,heading_regex,high
KMX,KMX-CARMAX INC-2021,human_capital,Our People,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__human_capital.txt,2537,86946,3,31,31800,4654,heading_regex,high
KMX,KMX-CARMAX INC-2021,waste,Store Design and Construction Waste,data/03_sections/esg/KMX/KMX-CARMAX INC-2021__waste.txt,59520,61539,22,22,2020,294,heading_regex,high
KMX,KMX-CARMAX INC-2022,about_this_report,About This Report,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__about_this_report.txt,394,2750,3,4,2375,357,heading_regex,high
KMX,KMX-CARMAX INC-2022,appendix,Appendix,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__appendix.txt,87710,90689,35,37,3015,545,heading_regex,high
KMX,KMX-CARMAX INC-2022,community,Caring for our communities given more than $85 million,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__community.txt,51453,54461,22,23,3008,465,heading_regex,high
KMX,KMX-CARMAX INC-2022,data_summary,"ESG rating agencies, sustainability data providers,",data/03_sections/esg/KMX/KMX-CARMAX INC-2022__data_summary.txt,16993,18839,9,9,1847,242,heading_regex,high
KMX,KMX-CARMAX INC-2022,diversity_equity_inclusion,► Commitment to Diversity: Defines,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__diversity_equity_inclusion.txt,20303,66967,10,27,6616,978,heading_regex,high
KMX,KMX-CARMAX INC-2022,emissions,(“GHG”) emissions reduction targets to demonstrate,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__emissions.txt,2752,45435,4,20,1715,260,heading_regex,high
KMX,KMX-CARMAX INC-2022,energy,"In calendar year (“CY”) 2021, our renewable electricity",data/03_sections/esg/KMX/KMX-CARMAX INC-2022__energy.txt,43492,46900,19,20,2023,342,heading_regex,high
KMX,KMX-CARMAX INC-2022,environmental,Environmental Working Group: Social Working Group: Governance Working Group,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__environmental.txt,15303,71247,8,29,10134,1453,heading_regex,high
KMX,KMX-CARMAX INC-2022,ethics_compliance,Our Compliance and Ethics (“C&E”) program is led by,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__ethics_compliance.txt,72805,87700,30,34,14895,2119,heading_regex,high
KMX,KMX-CARMAX INC-2022,governance,"Finally, our ESG oversight framework has been",data/03_sections/esg/KMX/KMX-CARMAX INC-2022__governance.txt,14275,92140,8,38,5659,847,heading_regex,high
KMX,KMX-CARMAX INC-2022,human_capital,Putting People First,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__human_capital.txt,3079,95335,4,39,42876,6309,heading_regex,high
KMX,KMX-CARMAX INC-2022,other,Preamble,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__other.txt,0,374,1,3,374,46,heading_regex,low
KMX,KMX-CARMAX INC-2022,water,CarMax implements water conservation practices at all,data/03_sections/esg/KMX/KMX-CARMAX INC-2022__water.txt,50636,51451,21,22,816,124,heading_regex,medium
KMX,KMX-CARMAX INC-2023,about_this_report,About this Report,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__about_this_report.txt,330,127952,3,48,4587,635,heading_regex,high
KMX,KMX-CARMAX INC-2023,appendix,(See Appendix).,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__appendix.txt,109603,149119,39,57,14052,2051,heading_regex,high
KMX,KMX-CARMAX INC-2023,climate,"As such, CarMax’s climate oversight framework has been",data/03_sections/esg/KMX/KMX-CARMAX INC-2023__climate.txt,68958,146064,25,55,10035,1402,heading_regex,high
KMX,KMX-CARMAX INC-2023,community,Caring for Our Communities,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__community.txt,7387,132573,5,50,17013,2523,heading_regex,high
KMX,KMX-CARMAX INC-2023,data_summary,Climate Strategy > Metrics and Targets,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__data_summary.txt,146066,147891,55,56,1825,264,heading_regex,high
KMX,KMX-CARMAX INC-2023,diversity_equity_inclusion,"Win Together and backgrounds, principles of Diversity & Inclusion",data/03_sections/esg/KMX/KMX-CARMAX INC-2023__diversity_equity_inclusion.txt,2741,126830,4,47,8143,1178,heading_regex,high
KMX,KMX-CARMAX INC-2023,emissions,► Permanent – Emission reductions or removals are,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__emissions.txt,60983,126325,23,47,6039,906,heading_regex,high
KMX,KMX-CARMAX INC-2023,energy,ENERGY EFFICIENCY,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__energy.txt,54908,84814,21,31,5703,852,heading_regex,high
KMX,KMX-CARMAX INC-2023,environmental,Environmental Working Group: Social Working Group: Governance Working Group,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__environmental.txt,16871,107594,8,38,4656,685,heading_regex,high
KMX,KMX-CARMAX INC-2023,ethics_compliance,Ethics These efforts culminate in a distinctive and personalized,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__ethics_compliance.txt,109898,127595,40,48,9377,1323,heading_regex,high
KMX,KMX-CARMAX INC-2023,governance,"At the Board level, our ESG oversight framework has",data/03_sections/esg/KMX/KMX-CARMAX INC-2023__governance.txt,15584,130103,8,49,9091,1347,heading_regex,high
KMX,KMX-CARMAX INC-2023,human_capital,"Further, we enhanced our employee benefits program",data/03_sections/esg/KMX/KMX-CARMAX INC-2023__human_capital.txt,2330,131310,4,50,52215,7734,heading_regex,high
KMX,KMX-CARMAX INC-2023,other,Preamble,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__other.txt,0,310,1,3,310,38,heading_regex,low
KMX,KMX-CARMAX INC-2023,supply_chain_ethics,► Other business disruptions such as supply chain,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__supply_chain_ethics.txt,74590,74907,27,27,317,44,heading_regex,medium
KMX,KMX-CARMAX INC-2023,water,Water,data/03_sections/esg/KMX/KMX-CARMAX INC-2023__water.txt,58168,68120,22,25,5841,870,heading_regex,high
KMX,KMX-CARMAX INC-2024,about_this_report,About This Report . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__about_this_report.txt,59,2052,2,3,2129,116,heading_regex,high
KMX,KMX-CARMAX INC-2024,appendix,Appendix . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 35,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__appendix.txt,1645,1972,2,2,45815,6724,heading_regex,high
KMX,KMX-CARMAX INC-2024,ceo_letter,A Message from Our CEO PROTECTING OUR ENVIRONMENT,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__ceo_letter.txt,3911,7762,4,4,3851,591,heading_regex,high
KMX,KMX-CARMAX INC-2024,climate,Risk Management managing climate-related risks. Strategy,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__climate.txt,115789,116618,37,37,829,116,heading_regex,medium
KMX,KMX-CARMAX INC-2024,community,BUILDING STRONGER COMMUNITIES ENSURING GOOD GOVERNANCE,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__community.txt,8217,113769,5,37,9706,1403,heading_regex,high
KMX,KMX-CARMAX INC-2024,data_summary,Metrics & Targets,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__data_summary.txt,116638,117091,37,38,2854,411,heading_regex,high
KMX,KMX-CARMAX INC-2024,diversity_equity_inclusion,Continuing to prioritize Diversity &,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__diversity_equity_inclusion.txt,26185,34373,11,14,4916,728,heading_regex,high
KMX,KMX-CARMAX INC-2024,emissions,GHG Reduction Strategies / Net-Zero Targets,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__emissions.txt,22731,65590,10,22,4888,727,heading_regex,high
KMX,KMX-CARMAX INC-2024,energy,Energy Consumption,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__energy.txt,21797,120112,10,39,4563,683,heading_regex,high
KMX,KMX-CARMAX INC-2024,environmental,"Environmental, Health, and Safety (“EH&S”) Principles which",data/03_sections/esg/KMX/KMX-CARMAX INC-2024__environmental.txt,52173,54302,18,18,4162,567,heading_regex,high
KMX,KMX-CARMAX INC-2024,ethics_compliance,Committee of our Board. Our CarMax Compliance,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__ethics_compliance.txt,96292,101266,31,32,10614,1502,heading_regex,high
KMX,KMX-CARMAX INC-2024,governance,CarMax’s Board of Directors (the “Board”). The reporting,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__governance.txt,2498,3830,3,3,12622,1832,heading_regex,high
KMX,KMX-CARMAX INC-2024,human_capital,"With empowering and supporting our associates in mind,",data/03_sections/esg/KMX/KMX-CARMAX INC-2024__human_capital.txt,7764,120883,4,40,15329,2219,heading_regex,high
KMX,KMX-CARMAX INC-2024,social,Social,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__social.txt,23058,24410,10,10,1361,190,heading_regex,high
KMX,KMX-CARMAX INC-2024,water,Our commitment to water conservation also remains a,data/03_sections/esg/KMX/KMX-CARMAX INC-2024__water.txt,71713,73957,24,25,2245,326,heading_regex,high
KMX,KMX-CARMAX INC-2025,about_this_report,• The SASB (Sustainability Accounting Standards Board),data/03_sections/esg/KMX/KMX-CARMAX INC-2025__about_this_report.txt,1203,2279,3,3,1076,147,heading_regex,high
KMX,KMX-CARMAX INC-2025,appendix,Overview People Environment Communities Governance Conclusion Appendix,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__appendix.txt,74,2279,2,3,35803,5144,heading_regex,high
KMX,KMX-CARMAX INC-2025,ceo_letter,A Message From Our CEO,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__ceo_letter.txt,2746,3961,4,4,1215,178,heading_regex,high
KMX,KMX-CARMAX INC-2025,climate,Climate Strategy,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__climate.txt,54202,107691,22,40,3219,450,heading_regex,high
KMX,KMX-CARMAX INC-2025,community,BUILDING STRONGER COMMUNITIES,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__community.txt,5530,110259,4,41,11150,1557,heading_regex,high
KMX,KMX-CARMAX INC-2025,diversity_equity_inclusion,Diversity and Inclusion,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__diversity_equity_inclusion.txt,23195,26534,11,12,2538,338,heading_regex,high
KMX,KMX-CARMAX INC-2025,emissions,Reducing CarMax’s Scope 1,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__emissions.txt,50072,104911,20,39,5131,799,heading_regex,high
KMX,KMX-CARMAX INC-2025,energy,Our approach to energy management prioritizes energy,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__energy.txt,55846,57140,22,22,1295,189,heading_regex,high
KMX,KMX-CARMAX INC-2025,environmental,PROTECTING OUR ENVIRONMENT,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__environmental.txt,3963,6368,4,5,6130,842,heading_regex,high
KMX,KMX-CARMAX INC-2025,ethics_compliance,• Annual Companywide Risk Assessment: • Process Compliance Reviews: Our subject,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__ethics_compliance.txt,92046,111410,35,42,8207,1138,heading_regex,high
KMX,KMX-CARMAX INC-2025,governance,ENSURING GOOD GOVERNANCE,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__governance.txt,6708,8254,5,5,13964,1982,heading_regex,high
KMX,KMX-CARMAX INC-2025,human_capital,EMPOWERING OUR ASSOCIATES,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__human_capital.txt,4460,110832,4,42,23199,3337,heading_regex,high
KMX,KMX-CARMAX INC-2025,waste,Fleet Operations Waste,data/03_sections/esg/KMX/KMX-CARMAX INC-2025__waste.txt,62815,65613,25,25,2798,394,heading_regex,high
KMX,KMX-CARMAX INC-2026,about_this_report,ABOUT THIS REPORT,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__about_this_report.txt,1800,2603,2,2,803,117,heading_regex,medium
KMX,KMX-CARMAX INC-2026,appendix,Appendix.,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__appendix.txt,2616,2996,2,2,4481,666,heading_regex,high
KMX,KMX-CARMAX INC-2026,ceo_letter,A MESSAGE FROM OUR CEO,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__ceo_letter.txt,30,1023,2,2,994,154,heading_regex,medium
KMX,KMX-CARMAX INC-2026,community,BUILDING BETTER COMMUNITY,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__community.txt,17481,23038,6,7,4606,677,heading_regex,high
KMX,KMX-CARMAX INC-2026,data_summary,PERFORMANCE TABLE,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__data_summary.txt,27163,29364,8,8,1242,172,heading_regex,high
KMX,KMX-CARMAX INC-2026,diversity_equity_inclusion,Inclusion & Belonging: We celebrate and champion,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__diversity_equity_inclusion.txt,10150,12706,4,5,2566,347,heading_regex,high
KMX,KMX-CARMAX INC-2026,emissions,CARMAX GHG EMISSIONS (MTCO e),data/03_sections/esg/KMX/KMX-CARMAX INC-2026__emissions.txt,14695,17453,5,6,4701,757,heading_regex,high
KMX,KMX-CARMAX INC-2026,energy,CarMax was powered by 100% renewable electricity,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__energy.txt,4652,14693,3,5,3229,499,heading_regex,high
KMX,KMX-CARMAX INC-2026,environmental,05 Protecting Our Environment,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__environmental.txt,1025,28860,2,8,1081,161,heading_regex,high
KMX,KMX-CARMAX INC-2026,ethics_compliance,ETHICS,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__ethics_compliance.txt,23040,23716,7,7,676,97,heading_regex,medium
KMX,KMX-CARMAX INC-2026,governance,ESG OVERSIGHT,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__governance.txt,3110,12619,3,4,5309,786,heading_regex,high
KMX,KMX-CARMAX INC-2026,human_capital,EMPLOYEE ENGAGEMENT AND Highlights Summary,data/03_sections/esg/KMX/KMX-CARMAX INC-2026__human_capital.txt,5898,25283,4,7,5933,851,heading_regex,high
KR,KR-KROGER CO-2021,about_this_report,Disclosures (TCFD) framework.,data/03_sections/esg/KR/KR-KROGER CO-2021__about_this_report.txt,2734,141516,2,44,6376,985,heading_regex,high
KR,KR-KROGER CO-2021,appendix,"& Distributors Standard, refer to our 44 Appendix",data/03_sections/esg/KR/KR-KROGER CO-2021__appendix.txt,2193,155510,2,46,4086,614,heading_regex,high
KR,KR-KROGER CO-2021,climate,Business Integration Climate Impact,data/03_sections/esg/KR/KR-KROGER CO-2021__climate.txt,12409,76304,6,26,10052,1502,heading_regex,high
KR,KR-KROGER CO-2021,community,• Community Engagement O ur Simple Truth® brand exceeded $358M by 2020,data/03_sections/esg/KR/KR-KROGER CO-2021__community.txt,27895,149049,13,45,7947,1108,heading_regex,high
KR,KR-KROGER CO-2021,data_summary,METRICS & TARGETS,data/03_sections/esg/KR/KR-KROGER CO-2021__data_summary.txt,76305,80707,26,27,4402,686,heading_regex,high
KR,KR-KROGER CO-2021,diversity_equity_inclusion,Honesty Diversity Safety retail supermarkets,data/03_sections/esg/KR/KR-KROGER CO-2021__diversity_equity_inclusion.txt,6839,112967,4,36,14683,2145,heading_regex,high
KR,KR-KROGER CO-2021,emissions,Emissions Category 2020 Emissions— Year-Over-Year,data/03_sections/esg/KR/KR-KROGER CO-2021__emissions.txt,80709,158639,27,47,3019,468,heading_regex,high
KR,KR-KROGER CO-2021,energy,"Energy Consumption1,2 Amount Unit Amount Unit Change vs. 2019",data/03_sections/esg/KR/KR-KROGER CO-2021__energy.txt,156271,157930,47,47,1670,301,heading_regex,high
KR,KR-KROGER CO-2021,environmental,"Environmental, Social",data/03_sections/esg/KR/KR-KROGER CO-2021__environmental.txt,25,156234,1,47,7963,1075,heading_regex,high
KR,KR-KROGER CO-2021,ethics_compliance,• We respect our customers’ privacy,data/03_sections/esg/KR/KR-KROGER CO-2021__ethics_compliance.txt,112968,118303,36,38,5335,754,heading_regex,high
KR,KR-KROGER CO-2021,governance,Stakeholder Engagement,data/03_sections/esg/KR/KR-KROGER CO-2021__governance.txt,22737,151983,11,46,9543,1333,heading_regex,high
KR,KR-KROGER CO-2021,human_capital,"13 Food Access, Health & Safety",data/03_sections/esg/KR/KR-KROGER CO-2021__human_capital.txt,1360,3045,2,2,21549,3238,heading_regex,high
KR,KR-KROGER CO-2021,social,Kroger’s social compliance audits are,data/03_sections/esg/KR/KR-KROGER CO-2021__social.txt,131328,141140,41,44,7773,1126,heading_regex,high
