ticker,pdf_file,page,stratum,decision_class,subtype,note
TJX,TJX-Tjx Cos Inc-2024.pdf,79,boundary,prose,prose_multicol,Conflict-minerals and fur-practices narratives are independent prose columns.
JWN,JWN-NORSTROM-2022.pdf,43,boundary,table_dominant,data_table_ruled,CSR goals progress values and SDG indicators align in rows.
T,T-AT&T INC-2023.pdf,39,boundary,prose,prose_multicol,Training narrative and independent metrics and bullet list have no row pairing.
DECK,DECK-DECKERS OUTDOOR CORP-2021.pdf,17,boundary,table_dominant,data_table_ruled,Targets annual achievements status and due dates form a large structured table.
SVV,SVV-Savers Value Village-2023.pdf,44,boundary,table_dominant,disclosure_index_table,SASB accounting metrics responses and codes are aligned by row.
GES,GES-GUESS-2023-2022.pdf,47,boundary,prose,prose_multicol,Team narrative and its self-contained goals panel have no row correspondence.
PVH,PVH-PVH CORP-2021.pdf,82,boundary,table_dominant,disclosure_index_table,GRI disclosure items and 2021 responses are aligned across rows.
CRI,CRI-CARTER'S INC-2021.pdf,22,boundary,prose,prose_multicol,Development-program narratives and a self-contained participant summary are independent columns.
HD,HD-HOME DEPOT INC-2022.pdf,84,boundary,table_dominant,disclosure_index_table,GRI standards descriptions and reference answers map across rows.
JWN,JWN-NORSTROM-2024.pdf,11,boundary,prose,prose_multicol,Human-rights narrative is continuous prose beside a large photograph.
ULTA,ULTA-ULTA BEAUTY INC-2022.pdf,11,boundary,prose,prose_multicol,Inclusion stories and photographs are independent prose content areas.
RL,RL-RALPH LAUREN CORP-2023.pdf,108,boundary,table_dominant,disclosure_index_table,SASB topics and detailed responses are aligned in structured rows.
RCKY,RCKY-ROCKY BRANDS INC-2023.pdf,25,boundary,prose,prose_multicol,Membership descriptions are independent prose columns beside a graphic.
WWW,WWW-WOLVERINE WORLD WIDE-2022.pdf,12,boundary,ambiguous_or_mixed,chart_infographic,Substantial workforce diversity charts share the spread with separate DEI narratives.
MNRO,MNRO-MONRO INC-2023.pdf,31,boundary,prose,prose_multicol,Environmental-impact and energy-efficiency narratives are independent prose columns.
SHOO,SHOO-MADDEN STEVEN LTD-2024.pdf,18,boundary,table_dominant,data_table_ruled,Targets annual progress and status are aligned across structured rows.
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,35,boundary,table_dominant,data_table_ruled,Ethics and privacy goals performance and supporting narrative form aligned rows.
BBW,BBW-BUILD-A-BEAR WORKSHOP INC-2023.pdf,26,boundary,ambiguous_or_mixed,stat_card_grid,Independent compensation cards and benefits list share the page with prose.
NKE,NKE-NIKE INC -CL B-2023.pdf,46,boundary,prose,prose_multicol,The retail-employee program descriptions are continuous independent text columns.
CPNG,CPNG-Coupang-2024.pdf,8,boundary,prose,prose_multicol,Employee-care narrative and photographs are independent content areas.
LOVE,LOVE-LOVESAC CO (THE)-2021.pdf,16,boundary,prose,prose_multicol,Product-quality narrative and the navigation sidebar are independent prose content.
MNRO,MNRO-MONRO INC-2021.pdf,5,boundary,prose,prose_multicol,The board-chair letter is continuous two-column prose with a portrait.
BIRD,BIRD-ALLBIRDS INC-2023.pdf,43,boundary,table_dominant,data_table_ruled,Commitments and status responses are aligned in structured flight-status rows.
KR,KR-KROGER CO-2025.pdf,61,boundary,table_dominant,data_table_ruled,Goals and annual performance values align across a large data table.
GES,GES-GUESS-2025.pdf,20,boundary,prose,prose_multicol,Water and chemical-management narratives are continuous independent prose columns.
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2021.pdf,73,boundary,prose,prose_multicol,The ethical-business and governance sections are independent prose columns.
LAD,LAD-LITHIA MOTORS INC -CL A-2025.pdf,38,boundary,table_dominant,disclosure_index_table,GRI framework identifiers descriptions and detailed responses are aligned in rows.
LULU,LULU-LULULEMON ATHLETICA INC-2022.pdf,85,boundary,table_dominant,disclosure_index_table,GRI disclosures notes and age-group values are aligned across structured rows.
FIGS,FIGS-FIGS INC-2023.pdf,11,boundary,prose,prose_multicol,The two donation lists and their self-contained total callouts have no shared-row correspondence.
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,16,boundary,prose,prose_multicol,Training and career-development sections are independent prose content columns.
HD,HD-HOME DEPOT INC-2023.pdf,61,boundary,prose,prose_multicol,Packaging narrative and self-contained statistic callouts have no row correspondence.
GES,GES-GUESS-2025.pdf,51,boundary,prose,prose_multicol,Case-study and cybersecurity content are independent prose areas with photographs and callouts.
BBY,BBY-BEST BUY CO INC-2025.pdf,21,boundary,prose,prose_multicol,Packaging sections are continuous independent prose columns beside a photograph.
CROX,CROX-CROCS INC-2023.pdf,48,boundary,table_dominant,disclosure_index_table,TCFD metrics disclosures and references map across structured table rows.
LOVE,LOVE-LOVESAC CO (THE)-2025.pdf,13,boundary,prose,prose_multicol,The environment and product-quality sections contain independent achievement and initiative lists.
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2022.pdf,42,boundary,prose,prose_multicol,The three risk-management narratives are continuous independent prose columns.
AMZN,AMZN-Amazon-2021.pdf,7,boundary,prose,prose_multicol,The COVID-response stories are independent prose columns with a self-contained cost callout.
TPR,TPR-TAPESTRY INC-2021.pdf,61,boundary,table_dominant,disclosure_index_table,TCFD core elements disclosures and responses are aligned in table rows.
URBN,URBN-Urban Outfitters-2023-2024.pdf,38,boundary,prose,prose_multicol,Data-privacy and security sections are independent prose columns.
BBY,BBY-BEST BUY CO INC-2025.pdf,10,boundary,ambiguous_or_mixed,chart_infographic,Four independent environmental-progress charts have no single canonical text order.
ARKO,ARKO-ARKO CORP-2023.pdf,44,boundary,prose,prose_multicol,Data-privacy narrative and its bullet list are continuous prose rather than shared rows.
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2022.pdf,19,boundary,prose,prose_multicol,DEI narrative and self-contained mission-statement callouts have no row correspondence.
SHOO,SHOO-MADDEN STEVEN LTD-2022.pdf,29,boundary,prose,prose_multicol,The learning-session descriptions are independent sequential prose listings.
PTRN,PTRN-Pattern Group-2022.pdf,106,boundary,prose,prose_multicol,The corporate-academy prose dominates while the training-hours table is minor.
LOW,LOW-LOWE'S COS INC-2022.pdf,52,boundary,table_dominant,disclosure_index_table,GRI disclosures and multiple framework alignments map across structured rows.
KTB,KTB-KONTOOR BRANDS INC-2023.pdf,3,boundary,prose,prose_multicol,The report introduction uses independent prose columns and self-contained publication links.
CURV,CURV-TORRID HOLDINGS-2022.pdf,22,boundary,ambiguous_or_mixed,data_table_ruled,A substantial safety-performance table shares the page with health-and-safety prose and location boxes.
GES,GES-GUESS-2023-2022.pdf,66,boundary,prose,prose_multicol,Data-protection and privacy sections are independent prose columns beside a photograph.
TGT,TGT-TARGET CORP-2021.pdf,39,boundary,prose,prose_multicol,Cybersecurity prose is continuous across columns beside a self-contained photograph.
CRI,CRI-CARTER'S INC-2022.pdf,3,boundary,prose,prose_multicol,The CEO message is continuous prose around a portrait.
KTB,KTB-KONTOOR BRANDS INC-2024.pdf,11,boundary,table_dominant,data_table_ruled,Goals definitions and annual performance fields are aligned in structured rows.
LEG,LEG-LEGGETT & PLATT INC-2023.pdf,59,boundary,prose,prose_multicol,The risk and other-information narratives are independent prose columns.
TPR,TPR-TAPESTRY INC-2021.pdf,63,boundary,table_dominant,disclosure_index_table,SASB topics accounting metrics and company responses align in table rows.
AAPL,AAPL-APPLE INC-2022.pdf,33,boundary,prose,prose_multicol,Health-and-safety content is continuous independent prose across columns.
ACI,ACI-ALBERTSONS COS INC-2024.pdf,10,boundary,prose,prose_multicol,Energy transportation and value-chain sections are independent prose columns around photographs.
CROX,CROX-CROCS INC-2021.pdf,20,boundary,ambiguous_or_mixed,other,Independent packaging and case-study panels with photographs have no single canonical reading order.
LZB,LZB-LA-Z-BOY INC-2022.pdf,27,boundary,prose,prose_multicol,Employee-recognition and training narratives are independent prose areas beside a photograph.
GAP,GAP-GAP-2022.pdf,64,boundary,table_dominant,disclosure_index_table,GRI standards disclosures and reference locations align across structured table rows.
